,uid,scenario,physical,document,witness,character
11119,A2CEHL1T8C927W,7,none,clear_ex,clear_in,none
11120,A2CEHL1T8C927W,1,clear_ex,none,none,none
11121,A2CEHL1T8C927W,17,clear_ex,clear_ex,none,clear_ex
11122,A2CEHL1T8C927W,30,ambiguous,clear_ex,ambiguous,clear_ex
11123,A2CEHL1T8C927W,16,clear_in,clear_ex,clear_in,clear_ex
11124,A2CEHL1T8C927W,29,clear_ex,ambiguous,ambiguous,clear_ex
11125,A2CEHL1T8C927W,4,none,clear_in,clear_ex,clear_in
11126,A2CEHL1T8C927W,6,clear_ex,none,clear_in,none
11127,A2CEHL1T8C927W,26,clear_ex,clear_in,none,clear_ex
11128,A2CEHL1T8C927W,24,clear_ex,clear_ex,clear_in,none
11129,A1PLYU7HZ97RF0,8,clear_in,none,clear_ex,clear_in
11130,A1PLYU7HZ97RF0,13,none,clear_ex,clear_in,none
11131,A1PLYU7HZ97RF0,2,clear_in,clear_in,none,clear_ex
11132,A1PLYU7HZ97RF0,27,clear_in,clear_ex,clear_in,clear_ex
11133,A1PLYU7HZ97RF0,14,clear_in,ambiguous,ambiguous,clear_ex
11134,A1PLYU7HZ97RF0,25,ambiguous,none,clear_in,none
11135,A1PLYU7HZ97RF0,24,clear_in,clear_in,clear_ex,none
11136,A1PLYU7HZ97RF0,5,none,none,clear_in,clear_ex
11137,A1PLYU7HZ97RF0,10,clear_in,clear_in,ambiguous,clear_in
11138,A1PLYU7HZ97RF0,12,clear_in,ambiguous,clear_ex,none
11139,A1PLYU7HZ97RF0,29,ambiguous,clear_in,clear_in,clear_in
11140,A1PLYU7HZ97RF0,7,ambiguous,clear_in,clear_ex,none
11141,A1PLYU7HZ97RF0,11,clear_in,none,ambiguous,clear_ex
11142,A1PLYU7HZ97RF0,23,clear_in,none,ambiguous,clear_in
11143,A1PLYU7HZ97RF0,28,clear_ex,clear_in,clear_ex,clear_in
11144,A1PLYU7HZ97RF0,19,none,clear_in,clear_ex,none
11145,A1PLYU7HZ97RF0,4,clear_in,ambiguous,clear_in,none
11146,A1PLYU7HZ97RF0,9,none,clear_in,clear_in,none
11147,A1PLYU7HZ97RF0,6,clear_in,clear_ex,ambiguous,none
11148,A1PLYU7HZ97RF0,15,clear_in,clear_ex,none,clear_in
11149,A1PLYU7HZ97RF0,30,clear_in,none,none,none
11150,A1PLYU7HZ97RF0,1,clear_in,ambiguous,clear_in,clear_in
11151,A1PLYU7HZ97RF0,26,clear_ex,none,clear_in,none
11152,A1PLYU7HZ97RF0,3,clear_ex,clear_in,ambiguous,none
11153,A1PLYU7HZ97RF0,16,clear_in,ambiguous,clear_ex,clear_ex
11154,A1PLYU7HZ97RF0,21,none,ambiguous,clear_in,clear_in
11155,A1PLYU7HZ97RF0,31,clear_in,clear_in,clear_in,clear_ex
11156,A1PLYU7HZ97RF0,17,clear_in,ambiguous,none,clear_ex
11157,A1PLYU7HZ97RF0,20,clear_in,none,ambiguous,none
11158,A1PLYU7HZ97RF0,22,ambiguous,clear_in,none,none
11159,A1PLYU7HZ97RF0,18,clear_in,none,none,clear_in
11160,ASNMT3I94HZ44,18,none,clear_in,none,clear_ex
11161,ASNMT3I94HZ44,21,clear_in,ambiguous,clear_ex,clear_ex
11162,ASNMT3I94HZ44,16,clear_in,clear_in,ambiguous,clear_in
11163,ASNMT3I94HZ44,29,none,clear_ex,clear_in,clear_in
11164,ASNMT3I94HZ44,8,none,none,clear_in,clear_ex
11165,ASNMT3I94HZ44,25,clear_in,clear_ex,ambiguous,clear_ex
11166,ASNMT3I94HZ44,14,ambiguous,ambiguous,clear_in,clear_ex
11167,ASNMT3I94HZ44,5,clear_ex,clear_in,clear_in,none
11168,ASNMT3I94HZ44,4,ambiguous,ambiguous,clear_in,none
11169,ASNMT3I94HZ44,9,ambiguous,clear_ex,clear_in,clear_ex
11170,ASNMT3I94HZ44,10,none,ambiguous,clear_in,none
11171,ASNMT3I94HZ44,26,none,clear_in,clear_in,clear_ex
11172,ASNMT3I94HZ44,23,clear_ex,clear_in,ambiguous,clear_in
11173,ASNMT3I94HZ44,20,ambiguous,clear_in,clear_ex,clear_ex
11174,ASNMT3I94HZ44,7,clear_in,clear_in,clear_ex,none
11175,ASNMT3I94HZ44,12,clear_in,ambiguous,none,clear_in
11176,ASNMT3I94HZ44,3,clear_in,none,none,none
11177,ASNMT3I94HZ44,13,clear_in,none,ambiguous,clear_ex
11178,ASNMT3I94HZ44,2,ambiguous,clear_in,clear_ex,none
11179,ASNMT3I94HZ44,6,clear_ex,clear_ex,clear_in,clear_in
11180,ASNMT3I94HZ44,28,clear_in,none,clear_ex,clear_in
11181,ASNMT3I94HZ44,19,ambiguous,clear_ex,clear_in,none
11182,ASNMT3I94HZ44,24,clear_in,clear_in,none,clear_ex
11183,ASNMT3I94HZ44,17,clear_in,ambiguous,clear_ex,clear_in
11184,ASNMT3I94HZ44,27,clear_in,ambiguous,clear_in,clear_in
11185,ASNMT3I94HZ44,31,clear_in,ambiguous,ambiguous,clear_ex
11186,ASNMT3I94HZ44,11,clear_in,ambiguous,none,none
11187,ASNMT3I94HZ44,22,clear_in,none,none,clear_in
11188,ASNMT3I94HZ44,30,clear_ex,ambiguous,clear_in,clear_ex
11189,ASNMT3I94HZ44,15,none,none,clear_in,clear_in
11190,ASNMT3I94HZ44,1,clear_in,clear_in,clear_in,clear_ex
11191,AK2BB7OB8HYIP,21,clear_in,clear_ex,clear_in,none
11192,AK2BB7OB8HYIP,16,clear_in,none,clear_ex,clear_in
11193,AK2BB7OB8HYIP,4,ambiguous,ambiguous,none,clear_ex
11194,AK2BB7OB8HYIP,29,clear_ex,clear_ex,ambiguous,none
11195,AK2BB7OB8HYIP,23,none,ambiguous,clear_ex,none
11196,AK2BB7OB8HYIP,1,none,clear_ex,clear_in,none
11197,AK2BB7OB8HYIP,6,ambiguous,clear_in,clear_ex,none
11198,AK2BB7OB8HYIP,14,clear_ex,clear_in,ambiguous,none
11199,AK2BB7OB8HYIP,7,ambiguous,none,none,clear_in
11200,AK2BB7OB8HYIP,10,ambiguous,clear_in,ambiguous,clear_in
11201,AK2BB7OB8HYIP,22,none,ambiguous,ambiguous,none
11202,AK2BB7OB8HYIP,12,clear_in,none,ambiguous,clear_ex
11203,AK2BB7OB8HYIP,19,none,ambiguous,ambiguous,clear_in
11204,AK2BB7OB8HYIP,24,none,clear_in,none,none
11205,AK2BB7OB8HYIP,20,none,none,clear_ex,none
11206,AK2BB7OB8HYIP,27,ambiguous,none,none,clear_ex
11207,AK2BB7OB8HYIP,25,clear_ex,none,none,clear_ex
11208,AK2BB7OB8HYIP,26,clear_in,clear_ex,none,clear_in
11209,AK2BB7OB8HYIP,13,clear_in,clear_ex,clear_in,clear_ex
11210,AK2BB7OB8HYIP,3,ambiguous,clear_in,clear_in,none
11211,AK2BB7OB8HYIP,5,ambiguous,clear_ex,clear_ex,clear_in
11212,AK2BB7OB8HYIP,11,clear_ex,clear_ex,clear_ex,none
11213,AK2BB7OB8HYIP,18,none,ambiguous,none,clear_ex
11214,AK2BB7OB8HYIP,15,clear_ex,none,clear_ex,clear_ex
11215,AK2BB7OB8HYIP,31,none,clear_in,clear_ex,none
11216,AK2BB7OB8HYIP,8,ambiguous,ambiguous,clear_in,clear_in
11217,AK2BB7OB8HYIP,30,none,clear_ex,none,none
11218,AK2BB7OB8HYIP,9,clear_in,clear_in,clear_in,clear_in
11219,AK2BB7OB8HYIP,2,ambiguous,clear_in,clear_in,clear_in
11220,AK2BB7OB8HYIP,28,ambiguous,none,ambiguous,clear_ex
11221,AK2BB7OB8HYIP,17,ambiguous,none,clear_ex,clear_ex
11222,AFRKVRPZ2RHY8,29,ambiguous,clear_ex,clear_in,clear_ex
11223,AFRKVRPZ2RHY8,9,clear_ex,ambiguous,clear_in,clear_in
11224,AFRKVRPZ2RHY8,16,ambiguous,ambiguous,clear_in,none
11225,AFRKVRPZ2RHY8,10,ambiguous,none,clear_in,clear_in
11226,AFRKVRPZ2RHY8,31,ambiguous,ambiguous,none,none
11227,AFRKVRPZ2RHY8,27,none,clear_ex,none,none
11228,AFRKVRPZ2RHY8,8,clear_ex,ambiguous,clear_ex,none
11229,AFRKVRPZ2RHY8,7,none,clear_in,clear_in,none
11230,AFRKVRPZ2RHY8,18,clear_in,ambiguous,none,none
11231,AFRKVRPZ2RHY8,14,clear_in,none,none,clear_in
11232,AFRKVRPZ2RHY8,4,clear_ex,ambiguous,none,clear_in
11233,AFRKVRPZ2RHY8,30,none,clear_in,clear_in,clear_in
11234,AFRKVRPZ2RHY8,3,none,ambiguous,clear_ex,clear_ex
11235,AFRKVRPZ2RHY8,13,none,clear_ex,clear_in,clear_in
11236,AFRKVRPZ2RHY8,2,ambiguous,ambiguous,clear_ex,clear_in
11237,AFRKVRPZ2RHY8,21,clear_in,clear_ex,clear_in,none
11238,AFRKVRPZ2RHY8,15,none,clear_in,clear_ex,clear_ex
11239,AFRKVRPZ2RHY8,12,none,ambiguous,clear_ex,clear_in
11240,AFRKVRPZ2RHY8,11,clear_in,clear_ex,ambiguous,clear_in
11241,AFRKVRPZ2RHY8,23,clear_in,clear_in,clear_in,clear_ex
11242,AFRKVRPZ2RHY8,22,none,clear_in,ambiguous,clear_in
11243,AFRKVRPZ2RHY8,20,none,none,clear_ex,clear_ex
11244,AFRKVRPZ2RHY8,6,none,ambiguous,none,clear_ex
11245,AFRKVRPZ2RHY8,25,ambiguous,ambiguous,ambiguous,clear_ex
11246,AFRKVRPZ2RHY8,1,none,ambiguous,ambiguous,none
11247,AFRKVRPZ2RHY8,26,none,ambiguous,clear_in,clear_in
11248,AFRKVRPZ2RHY8,24,clear_in,clear_ex,clear_ex,none
11249,AFRKVRPZ2RHY8,17,ambiguous,none,clear_ex,none
11250,AFRKVRPZ2RHY8,28,clear_ex,clear_ex,clear_ex,none
11251,AFRKVRPZ2RHY8,5,clear_ex,none,clear_ex,none
11252,AFRKVRPZ2RHY8,19,clear_in,clear_ex,ambiguous,clear_ex
11253,COPIEDA3CZNH7V7RD29,17,none,ambiguous,none,clear_ex
11254,COPIEDA3CZNH7V7RD29,18,clear_ex,clear_ex,clear_in,none
11255,COPIEDA3CZNH7V7RD29,8,ambiguous,none,none,none
11256,COPIEDA3CZNH7V7RD29,2,none,clear_ex,ambiguous,clear_in
11257,COPIEDA3CZNH7V7RD29,9,none,clear_in,none,clear_ex
11258,COPIEDA3CZNH7V7RD29,6,clear_in,ambiguous,ambiguous,none
11259,COPIEDA3CZNH7V7RD29,31,none,none,none,none
11260,COPIEDA3CZNH7V7RD29,13,clear_in,ambiguous,clear_ex,none
11261,COPIEDA3CZNH7V7RD29,11,clear_ex,clear_in,clear_ex,none
11262,COPIEDA3CZNH7V7RD29,10,ambiguous,clear_in,clear_ex,none
11263,COPIEDA3CZNH7V7RD29,20,clear_ex,clear_in,ambiguous,none
11264,COPIEDA3CZNH7V7RD29,15,clear_in,clear_in,clear_ex,clear_ex
11265,COPIEDA3CZNH7V7RD29,29,clear_ex,none,clear_ex,clear_ex
11266,COPIEDA3CZNH7V7RD29,23,none,clear_in,ambiguous,none
11267,COPIEDA3CZNH7V7RD29,30,none,clear_in,clear_in,clear_in
11268,COPIEDA3CZNH7V7RD29,16,none,clear_in,ambiguous,clear_ex
11269,COPIEDA3CZNH7V7RD29,5,clear_in,none,ambiguous,none
11270,COPIEDA3CZNH7V7RD29,1,none,clear_in,none,none
11271,COPIEDA3CZNH7V7RD29,4,clear_ex,clear_ex,none,clear_ex
11272,COPIEDA3CZNH7V7RD29,28,none,ambiguous,none,none
11273,COPIEDA3CZNH7V7RD29,25,clear_ex,ambiguous,none,clear_in
11274,COPIEDA3CZNH7V7RD29,27,none,ambiguous,none,clear_in
11275,COPIEDA3CZNH7V7RD29,26,none,ambiguous,clear_in,none
11276,COPIEDA3CZNH7V7RD29,21,clear_ex,clear_in,none,clear_in
11277,COPIEDA3CZNH7V7RD29,3,none,clear_ex,clear_in,none
11278,COPIEDA3CZNH7V7RD29,12,clear_ex,clear_in,ambiguous,clear_in
11279,COPIEDA3CZNH7V7RD29,19,ambiguous,clear_in,clear_in,clear_in
11280,COPIEDA3CZNH7V7RD29,14,clear_ex,clear_ex,none,none
11281,COPIEDA3CZNH7V7RD29,7,ambiguous,none,clear_in,clear_in
11282,COPIEDA3CZNH7V7RD29,22,clear_in,ambiguous,ambiguous,clear_in
11283,COPIEDA3CZNH7V7RD29,24,ambiguous,clear_ex,clear_ex,clear_in
11284,A2G94HZV0UJEKU,14,clear_in,none,ambiguous,clear_ex
11285,A2G94HZV0UJEKU,17,clear_in,clear_in,none,none
11286,A2G94HZV0UJEKU,9,ambiguous,clear_in,none,clear_in
11287,A2G94HZV0UJEKU,16,clear_in,none,none,clear_ex
11288,A2G94HZV0UJEKU,18,clear_ex,ambiguous,clear_in,none
11289,A2G94HZV0UJEKU,20,clear_ex,clear_in,ambiguous,clear_ex
11290,A2G94HZV0UJEKU,28,clear_ex,clear_in,clear_in,none
11291,A2G94HZV0UJEKU,2,clear_in,clear_in,clear_ex,clear_in
11292,A2G94HZV0UJEKU,13,clear_in,clear_in,clear_ex,none
11293,A2G94HZV0UJEKU,23,clear_in,clear_in,ambiguous,clear_ex
11294,A2G94HZV0UJEKU,8,clear_in,ambiguous,clear_ex,clear_in
11295,A2G94HZV0UJEKU,30,clear_in,none,ambiguous,none
11296,A2G94HZV0UJEKU,3,ambiguous,ambiguous,clear_in,clear_ex
11297,A2G94HZV0UJEKU,19,clear_ex,clear_ex,clear_in,clear_in
11298,A2G94HZV0UJEKU,12,clear_in,ambiguous,ambiguous,none
11299,A2G94HZV0UJEKU,21,ambiguous,ambiguous,clear_in,none
11300,A2G94HZV0UJEKU,11,clear_in,ambiguous,ambiguous,clear_ex
11301,A2G94HZV0UJEKU,7,clear_in,clear_ex,none,none
11302,A2G94HZV0UJEKU,10,clear_in,ambiguous,none,clear_ex
11303,A2G94HZV0UJEKU,1,clear_ex,none,clear_in,none
11304,A2G94HZV0UJEKU,15,none,clear_in,ambiguous,none
11305,A2G94HZV0UJEKU,27,ambiguous,clear_in,clear_in,clear_ex
11306,A2G94HZV0UJEKU,24,none,none,clear_in,none
11307,A2G94HZV0UJEKU,26,clear_in,ambiguous,clear_ex,clear_ex
11308,A2G94HZV0UJEKU,25,clear_in,clear_in,clear_in,clear_in
11309,A2G94HZV0UJEKU,4,clear_in,ambiguous,none,clear_in
11310,A2G94HZV0UJEKU,5,ambiguous,clear_in,ambiguous,none
11311,A2G94HZV0UJEKU,22,none,clear_in,clear_ex,none
11312,A2G94HZV0UJEKU,29,ambiguous,ambiguous,clear_in,clear_in
11313,A2G94HZV0UJEKU,6,ambiguous,clear_in,clear_in,none
11314,A2G94HZV0UJEKU,31,none,clear_in,none,clear_ex
11315,A1BIOL31US5D9,29,none,clear_in,none,clear_in
11316,A1BIOL31US5D9,24,clear_in,none,clear_in,clear_in
11317,A1BIOL31US5D9,4,clear_in,clear_in,clear_in,none
11318,A1BIOL31US5D9,12,none,clear_in,clear_in,none
11319,A1BIOL31US5D9,20,none,clear_in,clear_in,clear_in
11320,A1BIOL31US5D9,5,clear_in,none,none,none
11321,A1BIOL31US5D9,27,clear_in,clear_in,none,clear_in
11322,A1BIOL31US5D9,13,clear_in,clear_in,none,none
11323,A1BIOL31US5D9,28,clear_in,none,none,clear_in
11324,A1BIOL31US5D9,2,none,clear_in,none,none
11325,A1BIOL31US5D9,23,clear_in,none,clear_in,none
11326,A1BIOL31US5D9,18,none,none,clear_in,none
11327,A1BIOL31US5D9,31,clear_in,clear_in,clear_in,clear_in
11328,A1BIOL31US5D9,14,none,none,clear_in,clear_in
11329,A1BIOL31US5D9,1,clear_in,none,clear_in,none
11330,A1BIOL31US5D9,7,none,clear_in,none,clear_in
11331,A1BIOL31US5D9,6,none,none,clear_in,none
11332,A1BIOL31US5D9,9,none,clear_in,clear_in,clear_in
11333,A1BIOL31US5D9,3,clear_in,clear_in,none,clear_in
11334,A1BIOL31US5D9,10,clear_in,clear_in,clear_in,clear_in
11335,A1BIOL31US5D9,26,none,clear_in,clear_in,none
11336,A1BIOL31US5D9,16,clear_in,none,none,none
11337,A1BIOL31US5D9,21,clear_in,none,none,clear_in
11338,A1BIOL31US5D9,17,none,none,clear_in,clear_in
11339,A1BIOL31US5D9,15,clear_in,clear_in,none,none
11340,A1BIOL31US5D9,11,clear_in,none,clear_in,clear_in
11341,A1BIOL31US5D9,25,none,clear_in,none,none
11342,A1BIOL31US5D9,19,clear_in,clear_in,clear_in,none
11343,A1BIOL31US5D9,22,none,clear_in,none,clear_in
11344,A1BIOL31US5D9,30,none,clear_in,clear_in,clear_in
11345,A1BIOL31US5D9,8,clear_in,clear_in,clear_in,clear_in
11346,A1IJ56N5Z4TT46,6,clear_in,clear_in,none,clear_in
11347,A1IJ56N5Z4TT46,16,clear_in,none,none,clear_in
11348,A1IJ56N5Z4TT46,3,none,clear_in,clear_in,none
11349,A1IJ56N5Z4TT46,13,clear_in,clear_in,clear_in,none
11350,A1IJ56N5Z4TT46,25,none,clear_in,none,none
11351,A1IJ56N5Z4TT46,28,none,clear_in,clear_in,clear_in
11352,A1IJ56N5Z4TT46,27,clear_in,clear_in,clear_in,clear_in
11353,A1IJ56N5Z4TT46,21,none,clear_in,none,clear_in
11354,A1IJ56N5Z4TT46,31,clear_in,none,clear_in,none
11355,A1IJ56N5Z4TT46,12,none,none,clear_in,none
11356,A1IJ56N5Z4TT46,24,none,none,clear_in,clear_in
11357,A1IJ56N5Z4TT46,2,clear_in,none,clear_in,clear_in
11358,A1IJ56N5Z4TT46,9,clear_in,clear_in,none,none
11359,A1IJ56N5Z4TT46,30,clear_in,none,none,none
11360,A1IJ56N5Z4TT46,23,clear_in,clear_in,none,clear_in
11361,A1IJ56N5Z4TT46,15,clear_in,none,none,none
11362,A1IJ56N5Z4TT46,4,clear_in,none,clear_in,clear_in
11363,A1IJ56N5Z4TT46,1,clear_in,clear_in,clear_in,clear_in
11364,A1IJ56N5Z4TT46,18,none,none,clear_in,clear_in
11365,A1IJ56N5Z4TT46,5,none,clear_in,clear_in,clear_in
11366,A1IJ56N5Z4TT46,7,clear_in,none,none,clear_in
11367,A1IJ56N5Z4TT46,26,none,none,clear_in,none
11368,A1IJ56N5Z4TT46,11,none,clear_in,clear_in,none
11369,A1IJ56N5Z4TT46,14,clear_in,clear_in,none,none
11370,A1IJ56N5Z4TT46,20,clear_in,none,clear_in,none
11371,A1IJ56N5Z4TT46,22,none,clear_in,none,clear_in
11372,A1IJ56N5Z4TT46,10,none,clear_in,none,none
11373,A1IJ56N5Z4TT46,17,clear_in,clear_in,clear_in,none
11374,A1IJ56N5Z4TT46,19,clear_in,clear_in,clear_in,none
11375,A1IJ56N5Z4TT46,8,none,clear_in,clear_in,none
11376,A1IJ56N5Z4TT46,29,none,none,clear_in,none
11377,A3UQ9R1VDVVQKR,22,clear_ex,clear_in,clear_in,clear_in
11378,A3UQ9R1VDVVQKR,21,clear_in,none,ambiguous,none
11379,A3UQ9R1VDVVQKR,19,clear_in,clear_in,clear_ex,none
11380,A3UQ9R1VDVVQKR,14,none,clear_in,ambiguous,clear_in
11381,A3UQ9R1VDVVQKR,29,clear_in,none,clear_in,clear_ex
11382,A3UQ9R1VDVVQKR,30,clear_ex,clear_in,clear_ex,clear_in
11383,A3UQ9R1VDVVQKR,18,clear_in,clear_in,none,clear_in
11384,A3UQ9R1VDVVQKR,7,clear_ex,clear_in,ambiguous,clear_ex
11385,A3UQ9R1VDVVQKR,17,clear_in,clear_ex,clear_in,none
11386,A3UQ9R1VDVVQKR,23,clear_in,clear_ex,clear_in,clear_ex
11387,A3UQ9R1VDVVQKR,9,none,clear_in,none,none
11388,A3UQ9R1VDVVQKR,20,none,clear_ex,clear_in,none
11389,A3UQ9R1VDVVQKR,16,ambiguous,clear_in,none,clear_ex
11390,A3UQ9R1VDVVQKR,12,ambiguous,clear_ex,clear_in,clear_in
11391,A3UQ9R1VDVVQKR,28,clear_ex,clear_in,none,clear_in
11392,A3UQ9R1VDVVQKR,15,clear_ex,clear_in,ambiguous,none
11393,A3UQ9R1VDVVQKR,10,ambiguous,clear_in,clear_in,none
11394,A3UQ9R1VDVVQKR,31,none,ambiguous,clear_in,none
11395,A3UQ9R1VDVVQKR,5,clear_in,clear_ex,clear_ex,clear_in
11396,A3UQ9R1VDVVQKR,3,clear_in,clear_in,none,clear_ex
11397,A3UQ9R1VDVVQKR,13,ambiguous,clear_in,clear_in,clear_in
11398,A3UQ9R1VDVVQKR,27,clear_in,clear_in,clear_ex,clear_in
11399,A3UQ9R1VDVVQKR,4,clear_in,ambiguous,ambiguous,clear_ex
11400,A3UQ9R1VDVVQKR,11,none,clear_ex,clear_in,clear_in
11401,A3UQ9R1VDVVQKR,26,clear_in,none,none,none
11402,A3UQ9R1VDVVQKR,6,clear_in,none,clear_in,none
11403,A3UQ9R1VDVVQKR,1,none,none,clear_in,none
11404,A3UQ9R1VDVVQKR,8,clear_ex,clear_in,ambiguous,clear_in
11405,A3UQ9R1VDVVQKR,24,clear_in,none,clear_in,clear_in
11406,A3UQ9R1VDVVQKR,2,clear_ex,ambiguous,clear_in,clear_in
11407,A3UQ9R1VDVVQKR,25,none,clear_in,clear_in,clear_in
11408,A2BUHMLNE3LUU0,11,none,none,clear_in,clear_in
11409,A2BUHMLNE3LUU0,31,clear_in,clear_in,clear_in,clear_in
11410,A2BUHMLNE3LUU0,15,none,clear_in,none,none
11411,A2BUHMLNE3LUU0,13,none,clear_in,clear_in,none
11412,A2BUHMLNE3LUU0,17,clear_in,none,none,clear_in
11413,A2BUHMLNE3LUU0,6,clear_in,none,clear_in,clear_in
11414,A2BUHMLNE3LUU0,3,none,clear_in,none,clear_in
11415,A2BUHMLNE3LUU0,23,clear_in,clear_in,clear_in,none
11416,A2BUHMLNE3LUU0,16,clear_in,clear_in,none,clear_in
11417,A2BUHMLNE3LUU0,5,clear_in,none,none,none
11418,A2BUHMLNE3LUU0,27,none,clear_in,clear_in,clear_in
11419,A2BUHMLNE3LUU0,1,clear_in,none,clear_in,none
11420,A2BUHMLNE3LUU0,9,clear_in,clear_in,none,none
11421,A2BUHMLNE3LUU0,21,none,none,clear_in,none
11422,A2BUHMLNE3LUU0,20,clear_in,clear_in,clear_in,none
11423,A2BUHMLNE3LUU0,24,clear_in,none,none,clear_in
11424,A2BUHMLNE3LUU0,14,clear_in,clear_in,none,none
11425,A2BUHMLNE3LUU0,4,none,none,clear_in,none
11426,A2BUHMLNE3LUU0,30,clear_in,clear_in,none,clear_in
11427,A2BUHMLNE3LUU0,26,clear_in,clear_in,clear_in,clear_in
11428,A2BUHMLNE3LUU0,18,clear_in,none,none,none
11429,A2BUHMLNE3LUU0,25,none,none,clear_in,clear_in
11430,A2BUHMLNE3LUU0,19,none,clear_in,none,clear_in
11431,A2BUHMLNE3LUU0,2,none,clear_in,clear_in,clear_in
11432,A2BUHMLNE3LUU0,12,none,clear_in,none,none
11433,A2BUHMLNE3LUU0,28,none,clear_in,clear_in,none
11434,A2BUHMLNE3LUU0,22,clear_in,none,clear_in,none
11435,A2BUHMLNE3LUU0,7,clear_in,none,clear_in,clear_in
11436,A2BUHMLNE3LUU0,29,clear_in,clear_in,none,clear_in
11437,A2BUHMLNE3LUU0,8,none,none,clear_in,clear_in
11438,A2BUHMLNE3LUU0,10,none,clear_in,clear_in,clear_in
11439,AP9M4LGBH8FYM,4,clear_in,clear_in,clear_ex,clear_in
11440,AP9M4LGBH8FYM,26,clear_in,clear_in,clear_ex,none
11441,AP9M4LGBH8FYM,11,clear_in,none,ambiguous,clear_ex
11442,AP9M4LGBH8FYM,22,clear_ex,clear_in,clear_ex,clear_in
11443,AP9M4LGBH8FYM,28,ambiguous,clear_ex,clear_in,clear_ex
11444,AP9M4LGBH8FYM,17,clear_in,clear_ex,clear_in,clear_in
11445,AP9M4LGBH8FYM,1,clear_in,none,clear_in,clear_ex
11446,AP9M4LGBH8FYM,24,clear_in,clear_ex,ambiguous,clear_ex
11447,AP9M4LGBH8FYM,2,clear_in,clear_ex,ambiguous,none
11448,AP9M4LGBH8FYM,30,clear_in,ambiguous,clear_ex,none
11449,AP9M4LGBH8FYM,12,clear_in,clear_in,none,clear_in
11450,AP9M4LGBH8FYM,5,none,clear_in,ambiguous,clear_ex
11451,AP9M4LGBH8FYM,27,clear_in,none,clear_ex,clear_in
11452,AP9M4LGBH8FYM,8,clear_in,ambiguous,clear_in,none
11453,AP9M4LGBH8FYM,25,clear_in,ambiguous,ambiguous,none
11454,AP9M4LGBH8FYM,23,clear_in,none,none,clear_in
11455,AP9M4LGBH8FYM,29,ambiguous,clear_in,ambiguous,clear_ex
11456,AP9M4LGBH8FYM,9,clear_in,clear_in,clear_in,clear_in
11457,AP9M4LGBH8FYM,21,none,clear_in,clear_ex,none
11458,AP9M4LGBH8FYM,7,clear_in,clear_ex,clear_in,none
11459,AP9M4LGBH8FYM,20,clear_ex,clear_in,none,clear_in
11460,AP9M4LGBH8FYM,14,clear_in,ambiguous,none,clear_in
11461,AP9M4LGBH8FYM,31,clear_in,clear_in,none,clear_ex
11462,AP9M4LGBH8FYM,18,ambiguous,none,clear_in,clear_in
11463,AP9M4LGBH8FYM,10,clear_ex,ambiguous,clear_in,none
11464,AP9M4LGBH8FYM,15,clear_in,clear_in,none,none
11465,AP9M4LGBH8FYM,13,none,clear_in,ambiguous,none
11466,AP9M4LGBH8FYM,3,none,ambiguous,clear_in,clear_ex
11467,AP9M4LGBH8FYM,6,none,clear_in,none,clear_in
11468,AP9M4LGBH8FYM,19,ambiguous,clear_in,none,clear_ex
11469,AP9M4LGBH8FYM,16,ambiguous,clear_in,ambiguous,none
11470,A2FMSGRVFC2OL7,27,clear_in,none,clear_in,none
11471,A2FMSGRVFC2OL7,19,clear_in,none,none,none
11472,A2FMSGRVFC2OL7,8,none,clear_in,none,none
11473,A2FMSGRVFC2OL7,11,clear_in,clear_in,clear_in,none
11474,A2FMSGRVFC2OL7,1,none,clear_in,none,clear_in
11475,A2FMSGRVFC2OL7,16,clear_in,clear_in,clear_in,clear_in
11476,A2FMSGRVFC2OL7,14,clear_in,clear_in,none,clear_in
11477,A2FMSGRVFC2OL7,15,none,clear_in,clear_in,none
11478,A2FMSGRVFC2OL7,6,clear_in,none,none,clear_in
11479,A2FMSGRVFC2OL7,23,clear_in,none,clear_in,clear_in
11480,A2FMSGRVFC2OL7,13,none,clear_in,clear_in,clear_in
11481,A2FMSGRVFC2OL7,5,clear_in,clear_in,none,none
11482,A2FMSGRVFC2OL7,2,none,none,clear_in,none
11483,A2FMSGRVFC2OL7,21,none,none,clear_in,clear_in
11484,A2FMSGRVFC2OL7,10,none,none,clear_in,clear_in
11485,A2FMSGRVFC2OL7,24,clear_in,none,none,clear_in
11486,A2FMSGRVFC2OL7,18,none,clear_in,clear_in,clear_in
11487,A2FMSGRVFC2OL7,12,clear_in,clear_in,clear_in,none
11488,A2FMSGRVFC2OL7,17,clear_in,none,clear_in,clear_in
11489,A2FMSGRVFC2OL7,20,clear_in,clear_in,none,clear_in
11490,A2FMSGRVFC2OL7,31,clear_in,clear_in,clear_in,clear_in
11491,A2FMSGRVFC2OL7,7,none,clear_in,none,none
11492,A2FMSGRVFC2OL7,9,clear_in,clear_in,none,none
11493,A2FMSGRVFC2OL7,4,none,clear_in,none,clear_in
11494,A2FMSGRVFC2OL7,30,none,clear_in,clear_in,none
11495,A2FMSGRVFC2OL7,28,clear_in,none,clear_in,none
11496,A2FMSGRVFC2OL7,22,clear_in,none,none,none
11497,A2FMSGRVFC2OL7,26,none,none,clear_in,none
11498,A2FMSGRVFC2OL7,25,none,clear_in,none,clear_in
